"age_yrBP","depth_m","deuterium_permille","temp_anomaly_C"
"80249.02","1162.15","-418.4",-4.62
"80296.81","1162.7","-423.1",-5.39
"80345.93","1163.25","-416.9",-4.37
"80391.91","1163.8","-420.2",-4.91
"80439.66","1164.35","-422.3",-5.26
"80489.02","1164.9","-420.8",-5.01
"80537.35","1165.45","-421",-5.04
"80585.72","1166","-419.9",-4.86
"80633.13","1166.55","-417",-4.38
"80679.18","1167.1","-418.7",-4.66
"80726.18","1167.65","-421.6",-5.14
"80773.98","1168.2","-417.7",-4.49
"80820.94","1168.75","-418.9",-4.69
"80868.63","1169.3","-423.9",-5.52
"80917.5","1169.85","-419.2",-4.74
"80966.48","1170.4","-423.8",-5.5
"81016.05","1170.95","-422.5",-5.28
"81065.36","1171.5","-419.1",-4.72
"81114.07","1172.05","-423.8",-5.49
"81164.08","1172.6","-424.6",-5.63
"81214.65","1173.15","-421.1",-5.05
"81263.56","1173.7","-418.7",-4.65
"81310.09","1174.25","-414.2",-3.91
"81355.08","1174.8","-416.9",-4.35
"81400.97","1175.35","-422.4",-5.26
"81449.98","1175.9","-422.1",-5.21
"81498.97","1176.45","-417",-4.37
"81545.28","1177","-417",-4.37
"81591.03","1177.55","-417",-4.37
"81636.92","1178.1","-419.6",-4.8
"81683.03","1178.65","-406.6",-2.65
"81724.66","1179.2","-415.6",-4.14
"81766.97","1179.75","-411",-3.38
"81810.48","1180.3","-416",-4.21
"81854.51","1180.85","-415.2",-4.07
"81899.09","1181.4","-414.3",-3.93
"81943.42","1181.95","-421",-5.03
"81991.86","1182.5","-416.3",-4.26
"82037.39","1183.05","-418.3",-4.59
"82083.62","1183.6","-413",-3.71
"82128.08","1184.15","-419.2",-4.74
"82173.7","1184.7","-413.8",-3.85
"82218.38","1185.25","-414.2",-3.91
"82261.15","1185.8","-408.5",-2.97
"82302.57","1186.35","-409.4",-3.12
"82343.35","1186.9","-412.5",-3.63
"82385.79","1187.45","-408.4",-2.96
"82426.81","1188","-412.2",-3.59
"82469.2","1188.55","-413.9",-3.87
"82511.71","1189.1","-408.9",-3.04
"82554.43","1189.65","-417.1",-4.4
"82598.7","1190.2","-412.2",-3.59
"82641.84","1190.75","-402.6",-2.01
"82679.6","1191.3","-413.4",-3.79
"82721.38","1191.85","-412.1",-3.58
"82763.31","1192.4","-407.2",-2.77
"82804.43","1192.95","-411.5",-3.48
"82846.16","1193.5","-413.1",-3.74
"82889.4","1194.05","-413",-3.73
"82932.31","1194.6","-409.4",-3.14
"82974.44","1195.15","-414.3",-3.95
"83016.03","1195.7","-405.5",-2.49
"83057.29","1196.25","-411.7",-3.52
"83098.01","1196.8","-405.4",-2.48
"83137.17","1197.35","-406.4",-2.65
"83176.39","1197.9","-407.1",-2.76
"83215.91","1198.45","-407.5",-2.83
"83255.28","1199","-405.3",-2.47
"83294.13","1199.55","-404.3",-2.3
"83332.76","1200.1","-412.6",-3.68
"83374.83","1200.65","-411",-3.41
"83417.36","1201.2","-411.9",-3.56
"83460.43","1201.75","-414.8",-4.04
"83503.44","1202.3","-407.5",-2.84
"83544.89","1202.85","-415.1",-4.09
"83589.32","1203.4","-412.3",-3.63
"83632.2","1203.95","-410.7",-3.37
"83674.68","1204.5","-412.8",-3.71
"83716.28","1205.05","-405.8",-2.56
"83756.46","1205.6","-405.5",-2.51
"83796.14","1206.15","-418.7",-4.69
"83842.59","1206.7","-410.8",-3.39
"83885.1","1207.25","-414.1",-3.93
"83928.76","1207.8","-411.1",-3.44
"83970.3","1208.35","-404.9",-2.41
"84011.68","1208.9","-415",-4.08
"84053.99","1209.45","-410.6",-3.36
"84097.09","1210","-415.5",-4.17
"84141.94","1210.55","-410.1",-3.28
"84184.4","1211.1","-419.9",-4.89
"84231.46","1211.65","-413.3",-3.81
"84276.48","1212.2","-416",-4.25
"84322.04","1212.75","-417.2",-4.45
"84367.27","1213.3","-411.2",-3.46
"84411.01","1213.85","-411.9",-3.58
"84454.52","1214.4","-416.3",-4.3
"84499.51","1214.95","-413.5",-3.84
"84543.97","1215.5","-414.9",-4.07
"84588.88","1216.05","-412",-3.59
"84631.81","1216.6","-410.2",-3.3
"84674.46","1217.15","-413.7",-3.88
"84718.63","1217.7","-416.4",-4.32
"84765.08","1218.25","-420.5",-5
"84812.61","1218.8","-415.9",-4.24
"84858.24","1219.35","-409.9",-3.25
"84902.82","1219.9","-422.6",-5.35
"84951.34","1220.45","-418.2",-4.62
"84999.28","1221","-416.4",-4.32
"85045.87","1221.55","-418.3",-4.64
"85093.45","1222.1","-419.7",-4.87
"85142.02","1222.65","-416",-4.26
"85187.62","1223.2","-406.2",-2.64
"85229.18","1223.75","-419.5",-4.84
"85275.85","1224.3","-418.5",-4.67
"85323.7","1224.85","-417.4",-4.49
"85371.13","1225.4","-418.3",-4.64
"85419.4","1225.95","-421.9",-5.23
"85467.76","1226.5","-414.4",-4
"85515.35","1227.05","-420.8",-5.05
"85563.7","1227.6","-420.3",-4.97
"85613.15","1228.15","-420.4",-4.99
"85661.99","1228.7","-417.4",-4.49
"85710.04","1229.25","-419",-4.76
"85758.88","1229.8","-423.1",-5.43
"85809.58","1230.35","-422.5",-5.33
"85860.64","1230.9","-422.1",-5.27
"85911.49","1231.45","-422",-5.25
"85961.51","1232","-417.9",-4.57
"86010.16","1232.55","-419.1",-4.77
"86058.78","1233.1","-420.6",-5.02
"86107.56","1233.65","-416.8",-4.39
"86156.61","1234.2","-425.7",-5.86
"86208.29","1234.75","-421.9",-5.23
"86259.86","1235.3","-422.3",-5.3
"86310.98","1235.85","-422.5",-5.33
"86361.87","1236.4","-420.4",-4.98
"86412.92","1236.95","-425.4",-5.81
"86465.54","1237.5","-424.6",-5.68
"86519.18","1238.05","-426.5",-5.99
"86573.83","1238.6","-428.1",-6.25
"86629.75","1239.15","-428.5",-6.32
"86685.53","1239.7","-419",-4.75
"86735.4","1240.25","-427.1",-6.09
"86790.24","1240.8","-425.3",-5.79
"86844.16","1241.35","-427",-6.07
"86898.84","1241.9","-422.5",-5.32
"86951.92","1242.45","-429.8",-6.53
"87007.78","1243","-424.6",-5.67
"87063.12","1243.55","-430.3",-6.61
"87120.96","1244.1","-433.7",-7.17
"87182.13","1244.65","-436.3",-7.6
"87246.05","1245.2","-435.9",-7.53
"87309.76","1245.75","-430.1",-6.57
"87368.07","1246.3","-423.6",-5.49
"87423.1","1246.85","-430.6",-6.65
"87480.84","1247.4","-432.7",-6.99
"87541.26","1247.95","-429.5",-6.46
"87599.33","1248.5","-431.8",-6.84
"87657.58","1249.05","-424.1",-5.57
"87714.2","1249.6","-435.4",-7.44
"87773.63","1250.15","-425.8",-5.85
"87830.63","1250.7","-432.6",-6.97
"87890.56","1251.25","-429.9",-6.52
"87948.52","1251.8","-427",-6.04
"88004.3","1252.35","-425.5",-5.8
"88058.91","1252.9","-425.2",-5.75
"88114.14","1253.45","-430.3",-6.59
"88171.78","1254","-429.9",-6.52
"88229.79","1254.55","-426.4",-5.94
"88285.91","1255.1","-432.1",-6.88
"88345.53","1255.65","-425.6",-5.81
"88401.2","1256.2","-429.3",-6.42
"88459.3","1256.75","-432.9",-7.01
"88518.37","1257.3","-424.9",-5.69
"88574.45","1257.85","-427.7",-6.15
"88630.63","1258.4","-428.4",-6.27
"88687.61","1258.95","-424.9",-5.69
"88741.86","1259.5","-422.3",-5.26
"88794.09","1260.05","-424.4",-5.61
"88847.46","1260.6","-421.3",-5.1
"88899.35","1261.15","-423.9",-5.53
"88952.11","1261.7","-421.3",-5.1
"89005.1","1262.25","-429.4",-6.44
"89061.89","1262.8","-428.5",-6.29
"89118.81","1263.35","-424.6",-5.64
"89174.12","1263.9","-427.3",-6.09
"89230.18","1264.45","-427.7",-6.16
"89286.44","1265","-418.7",-4.67
"89336.43","1265.55","-420",-4.89
"89386.87","1266.1","-421.4",-5.12
"89438.34","1266.65","-419.7",-4.84
"89488.66","1267.2","-421",-5.05
"89539.94","1267.75","-422.2",-5.25
"89592.45","1268.3","-428.1",-6.23
"89649.56","1268.85","-427.4",-6.11
"89705.06","1269.4","-419.2",-4.76
"89756.82","1269.95","-421.7",-5.17
"89808.44","1270.5","-422",-5.22
"89860.99","1271.05","-423.8",-5.52
"89913.45","1271.6","-418.8",-4.7
"89963.23","1272.15","-413.9",-3.89
"90011.55","1272.7","-420.7",-5.01
"90061.99","1273.25","-423",-5.39
"90114.85","1273.8","-423.4",-5.46
"90168.27","1274.35","-423",-5.4
"90221.69","1274.9","-423.4",-5.46
"90273.65","1275.45","-414.4",-3.98
"90324.04","1276","-428.9",-6.37
"90379.63","1276.55","-425.8",-5.86
"90435.59","1277.1","-422.5",-5.32
"90488.73","1277.65","-420",-4.91
"90539.84","1278.2","-431.3",-6.77
"90600.48","1278.75","-430.2",-6.59
"90660.24","1279.3","-428.9",-6.38
"90718.98","1279.85","-427.9",-6.21
"90776.7","1280.4","-426.1",-5.92
"90833.03","1280.95","-424.4",-5.64
"90887.8","1281.5","-419.8",-4.88
"90938.97","1282.05","-421.5",-5.16
"90991.42","1282.6","-424.6",-5.67
"91046.39","1283.15","-424.8",-5.71
"91101.14","1283.7","-421.5",-5.16
"91155.5","1284.25","-430.2",-6.6
"91213.17","1284.8","-425.1",-5.76
"91270.36","1285.35","-428.6",-6.34
"91328.02","1285.9","-425.8",-5.87
"91384.62","1286.45","-425.5",-5.82
"91440.72","1287","-431",-6.73
"91499.66","1287.55","-415.8",-4.22
"91550.4","1288.1","-420.2",-4.95
"91601.99","1288.65","-424.1",-5.59
"91656.78","1289.2","-426.8",-6.04
"91713.76","1289.75","-427.7",-6.19
"91770.63","1290.3","-422.1",-5.27
"91825.31","1290.85","-424.6",-5.68
"91880.25","1291.4","-424.2",-5.61
"91935.07","1291.95","-419.9",-4.9
"91986.99","1292.5","-422.3",-5.3
"92040.4","1293.05","-422.6",-5.35
"92094.17","1293.6","-422.5",-5.33
"92148.18","1294.15","-425.1",-5.76
"92203.96","1294.7","-425.6",-5.85
"92260.07","1295.25","-424.3",-5.63
"92315.21","1295.8","-422.1",-5.27
"92367.78","1296.35","-415.2",-4.13
"92418.29","1296.9","-421.6",-5.19
"92470.66","1297.45","-424.3",-5.63
"92524.79","1298","-419.7",-4.87
"92577.31","1298.55","-421",-5.09
"92629.06","1299.1","-415.7",-4.21
"92679.45","1299.65","-425.9",-5.9
"92734.47","1300.2","-418.6",-4.69
"92785.87","1300.75","-419.9",-4.91
"92837.64","1301.3","-419.7",-4.88
"92889.34","1301.85","-419.2",-4.8
"92940.72","1302.4","-422.7",-5.37
"92995.19","1302.95","-426.8",-6.05
"93051.45","1303.5","-418",-4.6
"93103.82","1304.05","-422.4",-5.32
"93156.98","1304.6","-421.4",-5.16
"93210.86","1305.15","-424",-5.59
"93264.34","1305.7","-416.7",-4.38
"93315.04","1306.25","-415.8",-4.23
"93364.4","1306.8","-417.8",-4.57
"93414.25","1307.35","-417.2",-4.47
"93464.64","1307.9","-419.1",-4.78
"93517.03","1308.45","-426",-5.92
"93572.01","1309","-420.7",-5.05
"93625.57","1309.55","-419.7",-4.88
"93676.42","1310.1","-411.5",-3.53
"93725.17","1310.65","-423.7",-5.54
"93777.86","1311.2","-418.8",-4.73
"93829.61","1311.75","-417",-4.44
"93879.97","1312.3","-419.1",-4.78
"93931.34","1312.85","-419.5",-4.85
"93983.11","1313.4","-418.4",-4.67
"94034.1","1313.95","-416.4",-4.34
"94083.75","1314.5","-416.7",-4.39
"94133.33","1315.05","-415.2",-4.14
"94182.09","1315.6","-415.7",-4.22
"94231.8","1316.15","-424.1",-5.61
"94286.36","1316.7","-414.3",-3.99
"94335.","1317.25","-418",-4.6
"94385.83","1317.8","-422.9",-5.41
"94440.42","1318.35","-415.8",-4.24
"94489.67","1318.9","-420",-4.93
"94542.12","1319.45","-420.1",-4.95
"94594.75","1320","-420.7",-5.05
"94648.56","1320.55","-427.2",-6.12
"94705.11","1321.1","-418.5",-4.68
"94757.12","1321.65","-414",-3.94
"94804.57","1322.2","-406.7",-2.73
"94848.69","1322.75","-408.4",-3.02
"94892.68","1323.3","-415.4",-4.17
"94941.2","1323.85","-410.8",-3.41
"94986.93","1324.4","-412.1",-3.63
"95033.77","1324.95","-416.9",-4.42
"95083.44","1325.5","-415.2",-4.14
"95132.43","1326.05","-415",-4.11
"95181.6","1326.6","-419.3",-4.82
"95233.57","1327.15","-422.7",-5.38
"95288.26","1327.7","-420",-4.94
"95341.08","1328.25","-420.6",-5.03
"95394.45","1328.8","-422.4",-5.33
"95448.86","1329.35","-420.3",-4.98
"95502.1","1329.9","-419.9",-4.92
"95555.35","1330.45","-422.6",-5.36
"95608.96","1331","-417.6",-4.54
"95661.34","1331.55","-420.5",-5.02
"95714.35","1332.1","-422",-5.26
"95767.38","1332.65","-415.7",-4.22
"95818.85","1333.2","-420.2",-4.96
"95871.43","1333.75","-422.2",-5.3
"95923.68","1334.3","-409.7",-3.23
"95972.27","1334.85","-419.1",-4.78
"96023.93","1335.4","-425.6",-5.86
"96079.34","1335.95","-415.2",-4.14
"96130.17","1336.5","-419.2",-4.8
"96181.8","1337.05","-416.3",-4.32
"96231.77","1337.6","-412.7",-3.73
"96279.99","1338.15","-418",-4.6
"96331.2","1338.7","-421.8",-5.23
"96385.31","1339.25","-419.6",-4.87
"96438.05","1339.8","-412.5",-3.69
"96485.79","1340.35","-425.5",-5.84
"96543.02","1340.9","-421.3",-5.15
"96597.23","1341.45","-418.8",-4.73
"96648.96","1342","-413.3",-3.82
"96698.75","1342.55","-423.2",-5.46
"96752.36","1343.1","-416.1",-4.29
"96804.03","1343.65","-419.2",-4.8
"96855.49","1344.2","-415.8",-4.24
"96906.44","1344.75","-418.7",-4.72
"96958.09","1345.3","-418.6",-4.7
"97011.4","1345.85","-424.7",-5.71
"97064.92","1346.4","-411.7",-3.56
"97115.91","1346.95","-421.1",-5.11
"97167.23","1347.5","-415.7",-4.22
"97218.23","1348.05","-416.3",-4.32
"97268.36","1348.6","-415.7",-4.22
"97318.54","1349.15","-416.6",-4.37
"97368.76","1349.7","-415.4",-4.17
"97419.64","1350.25","-420.7",-5.05
"97472.44","1350.8","-419.4",-4.83
"97524.65","1351.35","-413.4",-3.84
"97575.18","1351.9","-423.2",-5.46
"97629.36","1352.45","-418.8",-4.73
"97682.42","1353","-419.6",-4.86
"97735.06","1353.55","-410.8",-3.41
"97782.53","1354.1","-415.6",-4.2
"97832.45","1354.65","-419.2",-4.8
"97885.14","1355.2","-421.2",-5.13
"97939.62","1355.75","-420.6",-5.03
"97993.61","1356.3","-419.1",-4.78
"98045.95","1356.85","-413.3",-3.82
"98095.2","1357.4","-417.2",-4.46
"98145.99","1357.95","-415.4",-4.16
"98196.92","1358.5","-423.1",-5.44
"98250.82","1359.05","-412.5",-3.68
"98301.64","1359.6","-422.6",-5.35
"98355.28","1360.15","-418.2",-4.63
"98408.24","1360.7","-418",-4.59
"98459.35","1361.25","-412.8",-3.73
"98509.38","1361.8","-418.3",-4.64
"98559.54","1362.35","-412.5",-3.68
"98609.75","1362.9","-419.4",-4.82
"98662.33","1363.45","-422.5",-5.33
"98717.48","1364","-421.4",-5.15
"98772.07","1364.55","-417.7",-4.54
"98825.32","1365.1","-422.3",-5.3
"98879.88","1365.65","-417.3",-4.47
"98932.62","1366.2","-424.5",-5.66
"98989.8","1366.75","-416.4",-4.32
"99040.95","1367.3","-418.7",-4.7
"99093.7","1367.85","-418.5",-4.67
"99147.21","1368.4","-425.8",-5.87
"99205.23","1368.95","-424.1",-5.59
"99262.59","1369.5","-421.5",-5.16
"99317.88","1370.05","-418.8",-4.71
"99372.","1370.6","-422.2",-5.28
"99427.17","1371.15","-420.9",-5.06
"99481.99","1371.7","-418.7",-4.7
"99535.03","1372.25","-415.7",-4.2
"99585.96","1372.8","-421.8",-5.21
"99641.21","1373.35","-415.7",-4.2
"99692.05","1373.9","-415.5",-4.17
"99742.69","1374.45","-418",-4.58
"99795.04","1375","-417.7",-4.53
"99848.13","1375.55","-424.2",-5.61
"99903.93","1376.1","-416.3",-4.3
"99957.25","1376.65","-420.7",-5.03
"100010.47","1377.2","-416.4",-4.32
"100062.33","1377.75","-414.9",-4.07
"100113.72","1378.3","-419.8",-4.88
"100166.27","1378.85","-416.5",-4.33
"100217.86","1379.4","-413.8",-3.89
"100268.68","1379.95","-419",-4.75
"100320.96","1380.5","-417.4",-4.48
"100373.78","1381.05","-419.1",-4.76
"100426.31","1381.6","-413.2",-3.79
"100476.82","1382.15","-418.5",-4.67
"100528.82","1382.7","-414.6",-4.02
"100579.99","1383.25","-420.5",-5
"100634.16","1383.8","-417.9",-4.57
"100687.1","1384.35","-417.2",-4.45
"100739.34","1384.9","-416.3",-4.3
"100790.88","1385.45","-416.2",-4.29
"100842.23","1386","-414",-3.92
"100892.51","1386.55","-421.3",-5.13
"100947.75","1387.1","-420",-4.92
"101002.85","1387.65","-421.5",-5.16
"101058.33","1388.2","-419.9",-4.9
"101112.52","1388.75","-415.9",-4.24
"101164.82","1389.3","-416.7",-4.37
"101216.02","1389.85","-413.2",-3.79
"101265.68","1390.4","-411.7",-3.54
"101314.72","1390.95","-414.7",-4.04
"101363.11","1391.5","-407.1",-2.79
"101410.18","1392.05","-411.1",-3.45
"101458.38","1392.6","-417.5",-4.51
"101509.27","1393.15","-413.7",-3.88
"101560.92","1393.7","-419.5",-4.84
"101613.92","1394.25","-417.3",-4.47
"101667.35","1394.8","-418.6",-4.69
"101720.31","1395.35","-415",-4.09
"101772.44","1395.9","-418.3",-4.64
"101825.28","1396.45","-416.5",-4.34
"101877.75","1397","-416.5",-4.34
"101929.93","1397.55","-416",-4.26
"101982.19","1398.1","-420.6",-5.02
"102037.54","1398.65","-418",-4.59
"102091.1","1399.2","-416.9",-4.41
"102143.74","1399.75","-415.9",-4.24
"102196.11","1400.3","-419.9",-4.9
"102252.17","1400.85","-427.6",-6.18
"102311.62","1401.4","-418.9",-4.74
"102367.9","1401.95","-419.5",-4.84
"102423.12","1402.5","-421.3",-5.13
"102479.28","1403.05","-419.7",-4.87
"102534.71","1403.6","-419.1",-4.77
"102589.64","1404.15","-423.2",-5.45
"102647.18","1404.7","-416.4",-4.32
"102701.69","1405.25","-423.6",-5.51
"102759.58","1405.8","-424",-5.58
"102818.78","1406.35","-423.8",-5.54
"102877.74","1406.9","-422",-5.24
"102935.4","1407.45","-419.3",-4.8
"102991.","1408","-426.3",-5.95
"103052.15","1408.55","-425",-5.74
"103113.35","1409.1","-427.9",-6.22
"103175.19","1409.65","-422.3",-5.29
"103234.47","1410.2","-432.5",-6.97
"103301.87","1410.75","-431.1",-6.74
"103368.19","1411.3","-428.2",-6.26
"103432.9","1411.85","-434.8",-7.35
"103502.79","1412.4","-432.6",-6.98
"103570.94","1412.95","-429.4",-6.45
"103636.65","1413.5","-434.5",-7.29
"103705.47","1414.05","-425.7",-5.83
"103769.62","1414.6","-432.1",-6.89
"103836.12","1415.15","-424.9",-5.69
"103897.55","1415.7","-428.3",-6.25
"103960.65","1416.25","-425.1",-5.72
"104022.25","1416.8","-424.8",-5.67
"104083.48","1417.35","-431.5",-6.78
"104150.07","1417.9","-427.8",-6.16
"104212.47","1418.45","-418.2",-4.57
"104270.33","1419","-424.7",-5.64
"104330.17","1419.55","-426.5",-5.94
"104392.41","1420.1","-423.7",-5.48
"104452.53","1420.65","-423.7",-5.47
"104512.29","1421.2","-422.6",-5.29
"104571.97","1421.75","-425.4",-5.75
"104632.95","1422.3","-422.4",-5.25
"104691.82","1422.85","-418.4",-4.59
"104747.61","1423.4","-420.3",-4.9
"104804.4","1423.95","-420.2",-4.88
"104861.11","1424.5","-418.7",-4.64
"104917.66","1425.05","-421.8",-5.15
"104975.42","1425.6","-420.8",-4.98
"105032.73","1426.15","-415",-4.02
"105085.95","1426.7","-420",-4.85
"105143.07","1427.25","-423.9",-5.49
"105203.51","1427.8","-424.6",-5.6
"105263.83","1428.35","-420.2",-4.87
"105321.85","1428.9","-419.7",-4.79
"105379.05","1429.45","-422.1",-5.18
"105437.81","1430","-420.3",-4.89
"105495.12","1430.55","-418.8",-4.64
"105551.52","1431.1","-419.5",-4.75
"105608.38","1431.65","-420.4",-4.9
"105666.17","1432.2","-422",-5.16
"105725.1","1432.75","-422.6",-5.26
"105784.72","1433.3","-421.8",-5.13
"105843.87","1433.85","-422.7",-5.27
"105902.02","1434.4","-412.2",-3.54
"105955.56","1434.95","-417.9",-4.48
"106010.62","1435.5","-420",-4.82
"106066.94","1436.05","-415.7",-4.11
"106122.","1436.6","-418.1",-4.51
"106177.62","1437.15","-418.7",-4.6
"106233.79","1437.7","-414.7",-3.94
"106287.17","1438.25","-414.7",-3.94
"106340.39","1438.8","-416",-4.16
"106394.38","1439.35","-413.1",-3.68
"106446.75","1439.9","-414.7",-3.94
"106499.35","1440.45","-411",-3.33
"106550.42","1441","-412.6",-3.59
"106601.29","1441.55","-409.1",-3.01
"106651.42","1442.1","-413.4",-3.72
"106703.57","1442.65","-416",-4.15
"106758.92","1443.2","-422.2",-5.17
"106817.56","1443.75","-420.1",-4.83
"106876.1","1444.3","-418.9",-4.63
"106933.3","1444.85","-415.3",-4.03
"106987.75","1445.4","-420.1",-4.82
"107045.9","1445.95","-416.9",-4.29
"107102.59","1446.5","-421.2",-5
"107161.89","1447.05","-423.2",-5.32
"107222.79","1447.6","-421.6",-5.06
"107283.07","1448.15","-420.5",-4.87
"107342.59","1448.7","-426.3",-5.83
"107406.15","1449.25","-421.5",-5.03
"107467.73","1449.8","-424.5",-5.52
"107529.85","1450.35","-420.8",-4.91
"107589.96","1450.9","-424.9",-5.58
"107653.49","1451.45","-425.2",-5.63
"107717.31","1452","-424.7",-5.54
"107781.28","1452.55","-429",-6.25
"107848.86","1453.1","-428.9",-6.23
"107917.02","1453.65","-429.9",-6.39
"107985.94","1454.2","-430.4",-6.46
"108055.51","1454.75","-429.9",-6.38
"108124.94","1455.3","-430.8",-6.52
"108195.23","1455.85","-432.6",-6.81
"108267.46","1456.4","-433.1",-6.89
"108340.46","1456.95","-436.9",-7.51
"108416.49","1457.5","-430",-6.36
"108487.42","1458.05","-433.7",-6.97
"108560.74","1458.6","-431.1",-6.53
"108632.37","1459.15","-433.2",-6.88
"108705.04","1459.7","-430.1",-6.36
"108776.27","1460.25","-435.2",-7.19
"108850.75","1460.8","-430.6",-6.43
"108922.13","1461.35","-430.8",-6.46
"108993.6","1461.9","-438.6",-7.74
"109071.79","1462.45","-430",-6.31
"109143.21","1463","-427",-5.81
"109210.99","1463.55","-429.7",-6.25
"109280.35","1464.1","-428.7",-6.08
"109348.84","1464.65","-424.6",-5.39
"109416.03","1465.2","-434.6",-7.04
"109489.7","1465.75","-427.2",-5.81
"109557.15","1466.3","-426.1",-5.62
"109623.76","1466.85","-425.9",-5.58
"109690.1","1467.4","-426.1",-5.61
"109756.42","1467.95","-424.9",-5.41
"109821.6","1468.5","-422.5",-5.01
"109885.32","1469.05","-432.3",-6.62
"109957.47","1469.6","-426.6",-5.67
"110024.51","1470.15","-418",-4.25
"110084.96","1470.7","-424.7",-5.35
"110151.15","1471.25","-431.2",-6.42
"110221.89","1471.8","-426.4",-5.62
"110290.06","1472.35","-426.2",-5.58
"110356.04","1472.9","-419.5",-4.47
"110418.55","1473.45","-423.5",-5.12
"110482.43","1474","-424.4",-5.27
"110547.87","1474.55","-424.4",-5.26
"110613.82","1475.1","-426.3",-5.57
"110681.","1475.65","-425.4",-5.41
"110747.35","1476.2","-421.6",-4.78
"110811.37","1476.75","-424.7",-5.29
"110876.5","1477.3","-421.8",-4.8
"110940.18","1477.85","-422.6",-4.93
"111004.83","1478.4","-425.8",-5.45
"111071.29","1478.95","-423.1",-5
"111136.48","1479.5","-422.9",-4.96
"111200.33","1480.05","-417.8",-4.12
"111262.68","1480.6","-427.6",-5.73
"111330.42","1481.15","-427.9",-5.77
"111399.52","1481.7","-421.4",-4.69
"111464.65","1482.25","-425.8",-5.41
"111531.57","1482.8","-424.5",-5.19
"111597.73","1483.35","-420",-4.44
"111661.58","1483.9","-426",-5.43
"111728.75","1484.45","-426.3",-5.47
"111797.26","1485","-425",-5.25
"111864.7","1485.55","-424.6",-5.18
"111931.6","1486.1","-422.5",-4.83
"111997.09","1486.65","-425.9",-5.38
"112065.5","1487.2","-427.4",-5.62
"112135.06","1487.75","-420.5",-4.48
